-77.67831839012618,43.08503585410778
-77.6783168383693,43.0850862847108
-77.67830970466793,43.08512925748516
-77.67830834769271,43.08516570845158
-77.6783127774962,43.08519973206484
-77.67831624221435,43.08523633317359
-77.67832355748404,43.08528357138056
-77.67832815042641,43.08531807918288
-77.67833170393271,43.08536365853027
-77.67836919525693,43.08539455181884
-77.67841490229492,43.08540299700272
-77.67845760468448,43.08539786460998
-77.67850207982971,43.08538150371189
-77.67852539051805,43.08535975732633
-77.6785235481524,43.08532531032149
-77.67851122884542,43.08529511363891
-77.67850086759943,43.08525937496232
-77.67849826172866,43.08522464546824
-77.6784976538991,43.08519034202808
-77.67849804594356,43.0851550248645
-77.67849848457441,43.08512077039187
-77.67850527812726,43.08507516845623
-77.67852443470908,43.08504928322725
-77.67852832004792,43.08502091948373
-77.67852005545097,43.08499079994118
-77.67849593814532,43.08496113171036
-77.67844864061762,43.08495380213802
-77.67839409260569,43.08495708359548
-77.6783515376754,43.08497471873884
-77.67832338909261,43.08500839468571
-77.67831839012618,43.08503585410778
